CHROM BIN_START BIN_END WEIGHTED_FST
chr3H 582250001 583250000 0.327392
chr3H 582500001 583500000 0.354698
chr3H 582750001 583750000 0.473724
chr3H 583000001 584000000 0.481953
chr3H 583250001 584250000 0.457519
chr3H 583500001 584500000 0.438318
chr3H 583750001 584750000 0.422519
chr3H 584000001 585000000 0.441771
chr3H 584250001 585250000 0.461135
chr3H 584500001 585500000 0.407988
chr3H 584750001 585750000 0.271685
chr3H 585000001 586000000 0.0343405
chr3H 585250001 586250000 0.0265957
chr3H 585500001 586500000 0.0560848
chr3H 585750001 586750000 0.0696597
chr3H 586000001 587000000 0.0678722
chr3H 586250001 587250000 0.0967161
chr3H 586500001 587500000 0.119519
chr3H 586750001 587750000 0.103703
chr3H 587000001 588000000 0.084276
chr3H 587250001 588250000 0.063643
chr3H 587500001 588500000 0.0195409
chr3H 587750001 588750000 0.0275602
chr3H 588000001 589000000 0.0360475
chr3H 588250001 589250000 0.0480445
chr3H 588500001 589500000 0.0507266
chr3H 588750001 589750000 0.163016
chr3H 589000001 590000000 0.264195
chr3H 589250001 590250000 0.294696
chr3H 589500001 590500000 0.314085
chr3H 589750001 590750000 0.263004
chr3H 590000001 591000000 0.112582
chr3H 590250001 591250000 0.0389758
chr3H 590500001 591500000 0.039974
chr3H 590750001 591750000 0.042725
chr3H 591000001 592000000 0.0421378
chr3H 591250001 592250000 0.0404197
chr3H 591500001 592500000 0.0848256
chr3H 591750001 592750000 0.127054
chr3H 592000001 593000000 0.152781
chr3H 592250001 593250000 0.266981
chr3H 592500001 593500000 0.30544
chr3H 592750001 593750000 0.378749
chr3H 593000001 594000000 0.37098
chr3H 593250001 594250000 0.392339
chr3H 593500001 594500000 0.390102
chr3H 593750001 594750000 0.399513
chr3H 594000001 595000000 0.389758
chr3H 594250001 595250000 0.379124
chr3H 594500001 595500000 0.34116
chr3H 594750001 595750000 0.373089
chr3H 595000001 596000000 0.310809
chr3H 595250001 596250000 0.266616
chr3H 595500001 596500000 0.31296
chr3H 595750001 596750000 0.245184
chr3H 596000001 597000000 0.449303
chr3H 596250001 597250000 0.474975
chr3H 596500001 597500000 0.399633
chr3H 596750001 597750000 0.394476
chr3H 597000001 598000000 0.306466
chr3H 597250001 598250000 0.225593
chr3H 597500001 598500000 0.212201
chr3H 597750001 598750000 0.166857
chr3H 598000001 599000000 0.21979
chr3H 598250001 599250000 0.368636
chr3H 598500001 599500000 0.419932
chr3H 598750001 599750000 0.469374
chr3H 599000001 600000000 0.445212
chr3H 599250001 600250000 0.394818
chr3H 599500001 600500000 0.364696
chr3H 599750001 600750000 0.368296
chr3H 600000001 601000000 0.391293
chr3H 600250001 601250000 0.381585
chr3H 600500001 601500000 0.44806
chr3H 600750001 601750000 0.465044
chr3H 601000001 602000000 0.449333
chr3H 601250001 602250000 0.429107
chr3H 601500001 602500000 0.383945
chr3H 601750001 602750000 0.382642
chr3H 602000001 603000000 0.382985
chr3H 602250001 603250000 0.406888
chr3H 602500001 603500000 0.40057
chr3H 602750001 603750000 0.378317
chr3H 603000001 604000000 0.407545
chr3H 603250001 604250000 0.404807
chr3H 603500001 604500000 0.445825
chr3H 603750001 604750000 0.486435
chr3H 604000001 605000000 0.507876
chr3H 604250001 605250000 0.492843
chr3H 604500001 605500000 0.423797
chr3H 604750001 605750000 0.406864
chr3H 605000001 606000000 0.37407
chr3H 605250001 606250000 0.39229
chr3H 605500001 606500000 0.46992
chr3H 605750001 606750000 0.397567
chr3H 606000001 607000000 0.390051
chr3H 606250001 607250000 0.248641
chr3H 606500001 607500000 0.207688
chr3H 606750001 607750000 0.218555
chr3H 607000001 608000000 0.199319
chr3H 607250001 608250000 0.166254
chr3H 607500001 608500000 0.160529
chr3H 607750001 608750000 0.1525
chr3H 608000001 609000000 0.161213
chr3H 608250001 609250000 0.308725
chr3H 608500001 609500000 0.284502
chr3H 608750001 609750000 0.339419
chr3H 609000001 610000000 0.391695
chr3H 609250001 610250000 0.249105
chr3H 609500001 610500000 0.235313
chr3H 609750001 610750000 0.161969
chr3H 610000001 611000000 0.212122
chr3H 610250001 611250000 0.299586
chr3H 610500001 611500000 0.335183
chr3H 610750001 611750000 0.415606
chr3H 611000001 612000000 0.394495
chr3H 611250001 612250000 0.349475
chr3H 611500001 612500000 0.348665
chr3H 611750001 612750000 0.316644
chr3H 612000001 613000000 0.395434
chr3H 612250001 613250000 0.407713
chr3H 612500001 613500000 0.412097
chr3H 612750001 613750000 0.434037
chr3H 613000001 614000000 0.437332
chr3H 613250001 614250000 0.426019
chr3H 613500001 614500000 0.40022
chr3H 613750001 614750000 0.396265
chr3H 614000001 615000000 0.411945
chr3H 614250001 615250000 0.443338
chr3H 614500001 615500000 0.459489
chr3H 614750001 615750000 0.453689
chr3H 615000001 616000000 0.442687
chr3H 615250001 616250000 0.430872
chr3H 615500001 616500000 0.453131
chr3H 615750001 616750000 0.451081
chr3H 616000001 617000000 0.43061
chr3H 616250001 617250000 0.397478
chr3H 616500001 617500000 0.375225
chr3H 616750001 617750000 0.38951
chr3H 617000001 618000000 0.429783
chr3H 617250001 618250000 0.450022
chr3H 617500001 618500000 0.43597
chr3H 617750001 618750000 0.374438
chr3H 618000001 619000000 0.243916
chr3H 618250001 619250000 0.201049
chr3H 618500001 619500000 0.264491
chr3H 618750001 619750000 0.325337
chr3H 619000001 620000000 0.368499
chr3H 619250001 620250000 0.418095
chr3H 619500001 620500000 0.437536
chr3H 619750001 620750000 0.439163
chr3H 620000001 621000000 0.446971
chr3H 620250001 621250000 0.446846
chr3H 620500001 621500000 0.445939
chr3H 620750001 621750000 0.460267
chr3H 621000001 622000000 0.481077
chr3H 621250001 622250000 0.430892
chr3H 621500001 622500000 0.344937
chr3H 621750001 622750000 0.299957
chr3H 622000001 623000000 0.242351
chr3H 622250001 623250000 0.304284
chr3H 622500001 623500000 0.36858
chr3H 622750001 623750000 0.390781
chr3H 623000001 624000000 0.402331
chr3H 623250001 624250000 0.416583
chr3H 623500001 624500000 0.381433
chr3H 623750001 624750000 0.393805
chr3H 624000001 625000000 0.440028
chr3H 624250001 625250000 0.44686
chr3H 624500001 625500000 0.443604
chr3H 624750001 625750000 0.446828
chr3H 625000001 626000000 0.363254
chr3H 625250001 626250000 0.304757
chr3H 625500001 626500000 0.313527
chr3H 625750001 626750000 0.314391
chr3H 626000001 627000000 0.365681
chr3H 626250001 627250000 0.374005
chr3H 626500001 627500000 0.401123
chr3H 626750001 627750000 0.412342
chr3H 627000001 628000000 0.381208
chr3H 627250001 628250000 0.327778
chr3H 627500001 628500000 0.227578
chr3H 627750001 628750000 0.160185
chr3H 628000001 629000000 0.169478
chr3H 628250001 629250000 0.205723
chr3H 628500001 629500000 0.23771
chr3H 628750001 629750000 0.30137
chr3H 629000001 630000000 0.297384
chr3H 629250001 630250000 0.274496
chr3H 629500001 630500000 0.277088
chr3H 629750001 630750000 0.31126
chr3H 630000001 631000000 0.355322
chr3H 630250001 631250000 0.394455
chr3H 630500001 631500000 0.435879
chr3H 630750001 631750000 0.398797
chr3H 631000001 632000000 0.449315
chr3H 631250001 632250000 0.410581
chr3H 631500001 632500000 0.393693
chr3H 631750001 632750000 0.372368
chr3H 632000001 633000000 0.309491
chr3H 632250001 633250000 0.381921
chr3H 632500001 633500000 0.413984
chr3H 632750001 633750000 0.446378
chr3H 633000001 634000000 0.508652
chr3H 633250001 634250000 0.501828
chr3H 633500001 634500000 0.488671
chr3H 633750001 634750000 0.498498
chr3H 634000001 635000000 0.449872
chr3H 634250001 635250000 0.426101
chr3H 634500001 635500000 0.407284
chr3H 634750001 635750000 0.384119
chr3H 635000001 636000000 0.39786
chr3H 635250001 636250000 0.373287
chr3H 635500001 636500000 0.358253
chr3H 635750001 636750000 0.324901
chr3H 636000001 637000000 0.302872
chr3H 636250001 637250000 0.338801
chr3H 636500001 637500000 0.331058
chr3H 636750001 637750000 0.373231
chr3H 637000001 638000000 0.351814
chr3H 637250001 638250000 0.318418
chr3H 637500001 638500000 0.286825
chr3H 637750001 638750000 0.192829
chr3H 638000001 639000000 0.184041
chr3H 638250001 639250000 0.199856
chr3H 638500001 639500000 0.268346
chr3H 638750001 639750000 0.345715
chr3H 639000001 640000000 0.420395
chr3H 639250001 640250000 0.41745
chr3H 639500001 640500000 0.302101
chr3H 639750001 640750000 0.268897
chr3H 640000001 641000000 0.299991
chr3H 640250001 641250000 0.285302
chr3H 640500001 641500000 0.286262
chr3H 640750001 641750000 0.284828
chr3H 641000001 642000000 0.23947
chr3H 641250001 642250000 0.242503
chr3H 641500001 642500000 0.253786
chr3H 641750001 642750000 0.268582
chr3H 642000001 643000000 0.227519
chr3H 642250001 643250000 0.220151
chr3H 642500001 643500000 0.259854
chr3H 642750001 643750000 0.246654
chr3H 643000001 644000000 0.301104
chr3H 643250001 644250000 0.273676
chr3H 643500001 644500000 0.24939
chr3H 643750001 644750000 0.259411
chr3H 644000001 645000000 0.242288
chr3H 644250001 645250000 0.307982
chr3H 644500001 645500000 0.317555
chr3H 644750001 645750000 0.297434
chr3H 645000001 646000000 0.30279
chr3H 645250001 646250000 0.269228
chr3H 645500001 646500000 0.230551
chr3H 645750001 646750000 0.225853
chr3H 646000001 647000000 0.203464
chr3H 646250001 647250000 0.1735
chr3H 646500001 647500000 0.239678
chr3H 646750001 647750000 0.217434
chr3H 647000001 648000000 0.23666
chr3H 647250001 648250000 0.265857
chr3H 647500001 648500000 0.197923
chr3H 647750001 648750000 0.219508
chr3H 648000001 649000000 0.228924
chr3H 648250001 649250000 0.200731
chr3H 648500001 649500000 0.21126
chr3H 648750001 649750000 0.245711
chr3H 649000001 650000000 0.190844
chr3H 649250001 650250000 0.204988
chr3H 649500001 650500000 0.221207
chr3H 649750001 650750000 0.192261
chr3H 650000001 651000000 0.24749
chr3H 650250001 651250000 0.25971
chr3H 650500001 651500000 0.232241
chr3H 650750001 651750000 0.208494
chr3H 651000001 652000000 0.14911
chr3H 651250001 652250000 0.118488
chr3H 651500001 652500000 0.132307
chr3H 651750001 652750000 0.115858
chr3H 652000001 653000000 0.162396
chr3H 652250001 653250000 0.209095
chr3H 652500001 653500000 0.212629
chr3H 652750001 653750000 0.282174
chr3H 653000001 654000000 0.26107
chr3H 653250001 654250000 0.265786
chr3H 653500001 654500000 0.298085
chr3H 653750001 654750000 0.323698
chr3H 654000001 655000000 0.244987
chr3H 654250001 655250000 0.244421
chr3H 654500001 655500000 0.237031
chr3H 654750001 655750000 0.213664
chr3H 655000001 656000000 0.302257
chr3H 655250001 656250000 0.287537
chr3H 655500001 656500000 0.261993
chr3H 655750001 656750000 0.231665
chr3H 656000001 657000000 0.223959
chr3H 656250001 657250000 0.18163
chr3H 656500001 657500000 0.215427
chr3H 656750001 657750000 0.255644
chr3H 657000001 658000000 0.197627
chr3H 657250001 658250000 0.227734
chr3H 657500001 658500000 0.240357
chr3H 657750001 658750000 0.203207
chr3H 658000001 659000000 0.277256
chr3H 658250001 659250000 0.297244
chr3H 658500001 659500000 0.257728
chr3H 658750001 659750000 0.296581
chr3H 659000001 660000000 0.286453
chr3H 659250001 660250000 0.278483
chr3H 659500001 660500000 0.344844
chr3H 659750001 660750000 0.275095
chr3H 660000001 661000000 0.209126
chr3H 660250001 661250000 0.158105
chr3H 660500001 661500000 0.0819777
chr3H 660750001 661750000 0.0633483
chr3H 661000001 662000000 0.0812706
chr3H 661250001 662250000 0.11559
chr3H 661500001 662500000 0.219517
chr3H 661750001 662750000 0.34697
chr3H 662000001 663000000 0.241057
chr3H 662250001 663250000 0.224329
chr3H 662500001 663500000 0.196886
chr3H 662750001 663750000 0.183078
chr3H 663000001 664000000 0.214229
chr3H 663250001 664250000 0.219612
chr3H 663500001 664500000 0.222357
chr3H 663750001 664750000 0.226939
chr3H 664000001 665000000 0.304347
chr3H 664250001 665250000 0.314174
chr3H 664500001 665500000 0.325645
chr3H 664750001 665750000 0.406756
chr3H 665000001 666000000 0.352127
chr3H 665250001 666250000 0.327381
chr3H 665500001 666500000 0.296727
chr3H 665750001 666750000 0.244999
chr3H 666000001 667000000 0.236382
chr3H 666250001 667250000 0.206372
chr3H 666500001 667500000 0.201517
chr3H 666750001 667750000 0.198421
chr3H 667000001 668000000 0.215538
chr3H 667250001 668250000 0.263721
chr3H 667500001 668500000 0.265095
chr3H 667750001 668750000 0.281732
chr3H 668000001 669000000 0.318219
chr3H 668250001 669250000 0.283369
chr3H 668500001 669500000 0.330768
chr3H 668750001 669750000 0.171551
chr3H 669000001 670000000 0.133471
chr3H 669250001 670250000 0.157948
chr3H 669500001 670500000 0.16852
chr3H 669750001 670750000 0.338243
chr3H 670000001 671000000 0.359893
chr3H 670250001 671250000 0.27596
chr3H 670500001 671500000 0.22278
chr3H 670750001 671750000 0.134954
chr3H 671000001 672000000 0.103707
chr3H 671250001 672250000 0.184438
chr3H 671500001 672500000 0.286911
chr3H 671750001 672750000 0.291171
chr3H 672000001 673000000 0.343441
chr3H 672250001 673250000 0.232954
chr3H 672500001 673500000 0.20485
chr3H 672750001 673750000 0.170397
chr3H 673000001 674000000 0.148387
chr3H 673250001 674250000 0.212424
chr3H 673500001 674500000 0.203488
chr3H 673750001 674750000 0.254057
chr3H 674000001 675000000 0.264779
chr3H 674250001 675250000 0.22466
chr3H 674500001 675500000 0.225038
chr3H 674750001 675750000 0.210342
chr3H 675000001 676000000 0.207858
chr3H 675250001 676250000 0.157008
chr3H 675500001 676500000 0.0836245
chr3H 675750001 676750000 0.0819774
chr3H 676000001 677000000 0.0733919
chr3H 676250001 677250000 0.0658839
chr3H 676500001 677500000 0.258037
chr3H 676750001 677750000 0.29768
chr3H 677000001 678000000 0.294959
chr3H 677250001 678250000 0.239048
chr3H 677500001 678500000 0.207915
chr3H 677750001 678750000 0.23648
chr3H 678000001 679000000 0.24617
chr3H 678250001 679250000 0.306369
chr3H 678500001 679500000 0.21543
chr3H 678750001 679750000 0.134785
chr3H 679000001 680000000 0.151959
chr3H 679250001 680250000 0.169975
chr3H 679500001 680500000 0.315336
chr3H 679750001 680750000 0.381143
chr3H 680000001 681000000 0.367604
chr3H 680250001 681250000 0.404986
chr3H 680500001 681500000 0.234339
chr3H 680750001 681750000 0.279974
chr3H 681000001 682000000 0.268299
chr3H 681250001 682250000 0.310038
chr3H 681500001 682500000 0.343432
chr3H 681750001 682750000 0.337426
chr3H 682000001 683000000 0.340099
chr3H 682250001 683250000 0.315423
chr3H 682500001 683500000 0.290044
chr3H 682750001 683750000 0.30096
chr3H 683000001 684000000 0.309507
chr3H 683250001 684250000 0.336435
chr3H 683500001 684500000 0.316742
chr3H 683750001 684750000 0.238698
chr3H 684000001 685000000 0.233095
chr3H 684250001 685250000 0.214314
chr3H 684500001 685500000 0.216668
chr3H 684750001 685750000 0.161437
chr3H 685000001 686000000 0.131489
chr3H 685250001 686250000 0.155507
chr3H 685500001 686500000 0.128329
chr3H 685750001 686750000 0.16609
chr3H 686000001 687000000 0.2085
chr3H 686250001 687250000 0.221667
chr3H 686500001 687500000 0.25441
chr3H 686750001 687750000 0.318103
chr3H 687000001 688000000 0.30337
chr3H 687250001 688250000 0.31741
chr3H 687500001 688500000 0.390826
chr3H 687750001 688750000 0.37786
chr3H 688000001 689000000 0.41419
chr3H 688250001 689250000 0.441505
chr3H 688500001 689500000 0.431654
chr3H 688750001 689750000 0.470619
chr3H 689000001 690000000 0.449406
chr3H 689250001 690250000 0.42748
chr3H 689500001 690500000 0.353664
chr3H 689750001 690750000 0.361886
chr3H 690000001 691000000 0.42137
chr3H 690250001 691250000 0.428828
chr3H 690500001 691500000 0.493492
chr3H 690750001 691750000 0.493989
chr3H 691000001 692000000 0.387858
chr3H 691250001 692250000 0.336134
chr3H 691500001 692500000 0.347187
chr3H 691750001 692750000 0.31194
chr3H 692000001 693000000 0.242219
chr3H 692250001 693250000 0.26196
chr3H 692500001 693500000 0.266396
chr3H 692750001 693750000 0.384728
chr3H 693000001 694000000 0.428957
chr3H 693250001 694250000 0.461908
chr3H 693500001 694500000 0.480379
chr3H 693750001 694750000 0.29861
chr3H 694000001 695000000 0.263582
chr3H 694250001 695250000 0.198735
chr3H 694500001 695500000 0.0587995
chr3H 694750001 695750000 0.120889
chr3H 695000001 696000000 0.235701
chr3H 695250001 696250000 0.287467
chr3H 695500001 696500000 0.426892
chr3H 695750001 696750000 0.473831
chr3H 696000001 697000000 0.34491
chr3H 696250001 697250000 0.332125
chr3H 696500001 697500000 0.240129
chr3H 696750001 697750000 0.2214
chr3H 697000001 698000000 0.324767
chr3H 697250001 698250000 0.381416
chr3H 697500001 698500000 0.333337
chr3H 697750001 698750000 0.313944
chr3H 698000001 699000000 0.234141
chr3H 698250001 699250000 0.183882
chr3H 698500001 699500000 0.175422
chr3H 698750001 699750000 0.229953
chr3H 699000001 700000000 0.31489
chr3H 699250001 700250000 0.306989
chr3H 699500001 700500000 0.31939
chr4H 1 1000000 0.162544
chr4H 250001 1250000 0.192127
chr4H 500001 1500000 0.200978
chr4H 750001 1750000 0.280412
chr4H 1000001 2000000 0.23911
chr4H 1250001 2250000 0.206471
chr4H 1500001 2500000 0.173677
chr4H 1750001 2750000 0.156189
chr4H 2000001 3000000 0.2213
chr4H 2250001 3250000 0.226743
chr4H 2500001 3500000 0.239653
chr4H 2750001 3750000 0.270084
chr4H 3000001 4000000 0.267411
chr4H 3250001 4250000 0.315279
chr4H 3500001 4500000 0.233957
chr4H 3750001 4750000 0.138141
chr4H 4000001 5000000 0.0968779
chr4H 4250001 5250000 0.0449607
chr4H 4500001 5500000 0.132682
chr4H 4750001 5750000 0.214798
chr4H 5000001 6000000 0.254103
chr4H 5250001 6250000 0.312439
chr4H 5500001 6500000 0.258571
chr4H 5750001 6750000 0.247981
chr4H 6000001 7000000 0.284353
chr4H 6250001 7250000 0.222407
chr4H 6500001 7500000 0.212147
chr4H 6750001 7750000 0.227658
chr4H 7000001 8000000 0.258906
chr4H 7250001 8250000 0.275558
chr4H 7500001 8500000 0.314949
chr4H 7750001 8750000 0.250031
chr4H 8000001 9000000 0.120936
chr4H 8250001 9250000 0.0531941
chr4H 8500001 9500000 0.0501768
chr4H 8750001 9750000 0.0462853
chr4H 9000001 10000000 0.0402495
chr4H 9250001 10250000 0.0694597
chr4H 9500001 10500000 0.0876278
chr4H 9750001 10750000 0.0793489
chr4H 10000001 11000000 0.103054
chr4H 10250001 11250000 0.083503
chr4H 10500001 11500000 0.0764057
chr4H 10750001 11750000 0.0605722
chr4H 11000001 12000000 0.046874
chr4H 11250001 12250000 0.0470044
chr4H 11500001 12500000 0.133972
chr4H 11750001 12750000 0.157458
chr4H 12000001 13000000 0.223746
chr4H 12250001 13250000 0.261557
chr4H 12500001 13500000 0.193175
chr4H 12750001 13750000 0.255804
chr4H 13000001 14000000 0.27728
chr4H 13250001 14250000 0.236674
chr4H 13500001 14500000 0.212522
chr4H 13750001 14750000 0.316362
chr4H 14000001 15000000 0.284096
chr4H 14250001 15250000 0.303403
chr4H 14500001 15500000 0.310765
chr4H 14750001 15750000 0.248999
chr4H 15000001 16000000 0.255067
chr4H 15250001 16250000 0.296792
chr4H 15500001 16500000 0.306537
chr4H 15750001 16750000 0.299505
chr4H 16000001 17000000 0.275718
chr4H 16250001 17250000 0.259721
chr4H 16500001 17500000 0.263858
chr4H 16750001 17750000 0.224721
chr4H 17000001 18000000 0.226493
chr4H 17250001 18250000 0.220204
chr4H 17500001 18500000 0.227041
chr4H 17750001 18750000 0.270668
chr4H 18000001 19000000 0.325107
chr4H 18250001 19250000 0.354798
chr4H 18500001 19500000 0.350841
chr4H 18750001 19750000 0.359096
chr4H 19000001 20000000 0.377272
chr4H 19250001 20250000 0.328555
chr4H 19500001 20500000 0.296284
chr4H 19750001 20750000 0.322404
chr4H 20000001 21000000 0.197887
chr4H 20250001 21250000 0.13445
chr4H 20500001 21500000 0.155209
chr4H 20750001 21750000 0.141162
chr4H 21000001 22000000 0.17372
chr4H 21250001 22250000 0.225183
chr4H 21500001 22500000 0.208017
chr4H 21750001 22750000 0.207459
chr4H 22000001 23000000 0.206361
chr4H 22250001 23250000 0.136404
chr4H 22500001 23500000 0.108009
chr4H 22750001 23750000 0.0936621
chr4H 23000001 24000000 0.0365752
chr4H 23250001 24250000 0.0556275
chr4H 23500001 24500000 0.0474947
chr4H 23750001 24750000 0.0364367
chr4H 24000001 25000000 0.0364485
chr4H 24250001 25250000 0.0374206
chr4H 24500001 25500000 0.0372557
chr4H 24750001 25750000 0.0360386
chr4H 25000001 26000000 0.0800974
chr4H 25250001 26250000 0.0862217
chr4H 25500001 26500000 0.129899
chr4H 25750001 26750000 0.174813
chr4H 26000001 27000000 0.20127
chr4H 26250001 27250000 0.289483
chr4H 26500001 27500000 0.330105
chr4H 26750001 27750000 0.307673
chr4H 27000001 28000000 0.247482
chr4H 27250001 28250000 0.176584
chr4H 27500001 28500000 0.139811
chr4H 27750001 28750000 0.14475
chr4H 28000001 29000000 0.183107
chr4H 28250001 29250000 0.209609
chr4H 28500001 29500000 0.244776
chr4H 28750001 29750000 0.322871
chr4H 29000001 30000000 0.292613
chr4H 29250001 30250000 0.311574
chr4H 29500001 30500000 0.34384
chr4H 29750001 30750000 0.298586
chr4H 30000001 31000000 0.360522
chr4H 30250001 31250000 0.389875
chr4H 30500001 31500000 0.282249
chr4H 30750001 31750000 0.27447
chr4H 31000001 32000000 0.171619
chr4H 31250001 32250000 0.175046
chr4H 31500001 32500000 0.184893
chr4H 31750001 32750000 0.171325
chr4H 32000001 33000000 0.194608
chr4H 32250001 33250000 0.164833
chr4H 32500001 33500000 0.161718
chr4H 32750001 33750000 0.171935
chr4H 33000001 34000000 0.151094
chr4H 33250001 34250000 0.189036
chr4H 33500001 34500000 0.247649
chr4H 33750001 34750000 0.255273
chr4H 34000001 35000000 0.254582
chr4H 34250001 35250000 0.230758
chr4H 34500001 35500000 0.175318
chr4H 34750001 35750000 0.148271
chr4H 35000001 36000000 0.108732
chr4H 35250001 36250000 0.117819
chr4H 35500001 36500000 0.177919
chr4H 35750001 36750000 0.245032
chr4H 36000001 37000000 0.2969
chr4H 36250001 37250000 0.351407
chr4H 36500001 37500000 0.325856
chr4H 36750001 37750000 0.323341
chr4H 37000001 38000000 0.379726
chr4H 37250001 38250000 0.351102
chr4H 37500001 38500000 0.349134
chr4H 37750001 38750000 0.328945
chr4H 38000001 39000000 0.281365
chr4H 38250001 39250000 0.2909
chr4H 38500001 39500000 0.273889
chr4H 38750001 39750000 0.315124
chr4H 39000001 40000000 0.36669
chr4H 39250001 40250000 0.384458
chr4H 39500001 40500000 0.409937
chr4H 39750001 40750000 0.402541
chr4H 40000001 41000000 0.372827
chr4H 40250001 41250000 0.453796
chr4H 40500001 41500000 0.440818
chr4H 40750001 41750000 0.466315
chr4H 41000001 42000000 0.498178
chr4H 41250001 42250000 0.462167
chr4H 41500001 42500000 0.422025
chr4H 41750001 42750000 0.403991
chr4H 42000001 43000000 0.427415
chr4H 42250001 43250000 0.451329
chr4H 42500001 43500000 0.473541
chr4H 42750001 43750000 0.423264
chr4H 43000001 44000000 0.31805
chr4H 43250001 44250000 0.253944
chr4H 43500001 44500000 0.228288
chr4H 43750001 44750000 0.260814
chr4H 44000001 45000000 0.382326
chr4H 44250001 45250000 0.378128
chr4H 44500001 45500000 0.429151
chr4H 44750001 45750000 0.396553
chr4H 45000001 46000000 0.187394
chr4H 45250001 46250000 0.187755
chr4H 45500001 46500000 0.208828
chr4H 45750001 46750000 0.284186
chr4H 46000001 47000000 0.423003
chr4H 46250001 47250000 0.396364
chr4H 46500001 47500000 0.371391
chr4H 46750001 47750000 0.306545
chr4H 47000001 48000000 0.300709
chr4H 47250001 48250000 0.356329
chr4H 47500001 48500000 0.423436
chr4H 47750001 48750000 0.405681
chr4H 48000001 49000000 0.398811
chr4H 48250001 49250000 0.31101
chr4H 48500001 49500000 0.199969
chr4H 48750001 49750000 0.173974
chr4H 49000001 50000000 0.192352
chr4H 49250001 50250000 0.227267
chr4H 49500001 50500000 0.252939
chr4H 49750001 50750000 0.271082
chr4H 50000001 51000000 0.277295
chr4H 50250001 51250000 0.302645
chr4H 50500001 51500000 0.33566
chr4H 50750001 51750000 0.324987
chr4H 51000001 52000000 0.343186
chr4H 51250001 52250000 0.339721
chr4H 51500001 52500000 0.321994
chr4H 51750001 52750000 0.377844
chr4H 52000001 53000000 0.388527
chr4H 52250001 53250000 0.408973
chr4H 52500001 53500000 0.446838
chr4H 52750001 53750000 0.398369
chr4H 53000001 54000000 0.391074
chr4H 53250001 54250000 0.388138
chr4H 53500001 54500000 0.461361
chr4H 53750001 54750000 0.427556
chr4H 54000001 55000000 0.426437
chr4H 54250001 55250000 0.426448
chr4H 54500001 55500000 0.329479
chr4H 54750001 55750000 0.358021
chr4H 55000001 56000000 0.314412
chr4H 55250001 56250000 0.296517
chr4H 55500001 56500000 0.323294
chr4H 55750001 56750000 0.332162
chr4H 56000001 57000000 0.365996
chr4H 56250001 57250000 0.356751
chr4H 56500001 57500000 0.349228
chr4H 56750001 57750000 0.330486
chr4H 57000001 58000000 0.338686
chr4H 57250001 58250000 0.378767
chr4H 57500001 58500000 0.40637
chr4H 57750001 58750000 0.411641
chr4H 58000001 59000000 0.392684
chr4H 58250001 59250000 0.334145
chr4H 58500001 59500000 0.249215
chr4H 58750001 59750000 0.236145
chr4H 59000001 60000000 0.22823
chr4H 59250001 60250000 0.223215
chr4H 59500001 60500000 0.251677
chr4H 59750001 60750000 0.258223
chr4H 60000001 61000000 0.253925
chr4H 60250001 61250000 0.2585
chr4H 60500001 61500000 0.192445
chr4H 60750001 61750000 0.173482
chr4H 61000001 62000000 0.123559
chr4H 61250001 62250000 0.124511
chr4H 61500001 62500000 0.126298
chr4H 61750001 62750000 0.120947
chr4H 62000001 63000000 0.150472
chr4H 62250001 63250000 0.154237
chr4H 62500001 63500000 0.154935
chr4H 62750001 63750000 0.150063
chr4H 63000001 64000000 0.130652
chr4H 63250001 64250000 0.113771
chr4H 63500001 64500000 0.118372
chr4H 63750001 64750000 0.114912
chr4H 64000001 65000000 0.13743
chr4H 64250001 65250000 0.137179
chr4H 64500001 65500000 0.123001
chr4H 64750001 65750000 0.128215
chr4H 65000001 66000000 0.110466
chr4H 65250001 66250000 0.0976475
chr4H 65500001 66500000 0.0809769
chr4H 65750001 66750000 0.0693188
chr4H 66000001 67000000 0.0673233
chr4H 66250001 67250000 0.0727896
chr4H 66500001 67500000 0.0812433
chr4H 66750001 67750000 0.0914912
chr4H 67000001 68000000 0.0958172
chr4H 67250001 68250000 0.108483
chr4H 67500001 68500000 0.141631
chr4H 67750001 68750000 0.142054
chr4H 68000001 69000000 0.143611
chr4H 68250001 69250000 0.137911
chr4H 68500001 69500000 0.14173
chr4H 68750001 69750000 0.126712
chr4H 69000001 70000000 0.128175
chr4H 69250001 70250000 0.109171
chr4H 69500001 70500000 0.0970258
chr4H 69750001 70750000 0.0943571
chr4H 70000001 71000000 0.0862018
chr4H 70250001 71250000 0.083676
chr4H 70500001 71500000 0.117023
chr4H 70750001 71750000 0.173549
chr4H 71000001 72000000 0.157445
chr4H 71250001 72250000 0.141093
chr4H 71500001 72500000 0.135835
chr4H 71750001 72750000 0.104965
chr4H 72000001 73000000 0.0944293
chr4H 72250001 73250000 0.102108
chr4H 72500001 73500000 0.0882493
chr4H 72750001 73750000 0.0868715
chr4H 73000001 74000000 0.0919833
chr4H 73250001 74250000 0.100997
chr4H 73500001 74500000 0.103024
chr4H 73750001 74750000 0.114818
chr4H 74000001 75000000 0.125741
chr4H 74250001 75250000 0.100106
chr4H 74500001 75500000 0.0993137
chr4H 74750001 75750000 0.103535
chr4H 75000001 76000000 0.099038
chr4H 75250001 76250000 0.105428
chr4H 75500001 76500000 0.115557
